小斧头,小斧头,攻 +9 防 -3 敏 -3                                           ,,,,,,,,,,,,,,0,20033,65,1,0,0,0,-1,,,,,,,200000,200000,,,,1,1,9,9,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,0,石,10,木,10,,,,,,
贝诺美斯Lv1斧头,贝诺美斯Lv1斧头,攻 +7 防 -2 敏 -2           猛毒的精灵 Lv1,,,,,,,,,,,,,,1,20032,125,1,0,0,0,-1,,,,,,,200000,200000,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,,,,,,10,10,0,0,-10,-10,-10,-10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,石,10,木,10,,,毒,10,,
威金尼尔Lv1斧头,威金尼尔Lv1斧头,攻 +7 防 -2 敏 -2           硬化的精灵 Lv1,,,,,,,,,,,,,,2,20032,115,1,0,0,0,-1,,,,,,,200000,200000,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,,,,,,-10,-10,0,0,-10,-10,10,10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,石,10,木,10,,,石化,10,,
迪所斯Lv1斧头,迪所斯Lv1斧头,攻 +7 防 -2 敏 -2           混乱的精灵 Lv1,,,,,,,,,,,,,,3,20032,105,1,0,0,0,-1,,,,,,,200000,200000,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,,,,,,-10,-10,0,0,-10,-10,-10,-10,-10,-10,10,10,0,0,-1,0,0,1,1,1,0,石,10,木,10,,,混乱,10,,
莱伊卡Lv1斧头,莱伊卡Lv1斧头,攻 +7 防 -2 敏 -2           酒的精灵 Lv1,,,,,,,,,,,,,,4,20032,105,1,0,0,0,-1,,,,,,,200000,200000,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,,,,,,-10,-10,0,0,-10,-10,-10,-10,10,10,-10,-10,0,0,-1,0,0,1,1,1,0,石,10,木,10,,,酒醉,10,,
特洛西Lv1斧头,特洛西Lv1斧头,攻 +7 防 -2 敏 -2           睡眠的精灵 Lv1,,,,,,,,,,,,,,5,20032,125,1,0,0,0,-1,,,,,,,200000,200000,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,,,,,,-10,-10,0,0,10,10,-10,-10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,石,10,木,10,,,昏睡,10,,
特洛西Lv1斧头,特洛西Lv1斧头,攻 +7 防 -2 敏 -2           睡眠的精灵 Lv1,,,,,,,,,,,,,,6,20032,125,1,0,0,0,-1,,,,,,,200000,200000,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,,,,,,-10,-10,0,0,10,10,-10,-10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,石,10,木,10,,,昏睡,10,,
特洛西Lv1斧头,特洛西Lv1斧头,攻 +7 防 -2 敏 -2           睡眠的精灵 Lv1,,,,,,,,,,,,,,7,20032,125,1,0,0,0,-1,,,,,,,200000,200000,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,,,,,,-10,-10,0,0,10,10,-10,-10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,石,10,木,10,,,昏睡,10,,
特洛西Lv1斧头,特洛西Lv1斧头,攻 +7 防 -2 敏 -2           睡眠的精灵 Lv1,,,,,,,,,,,,,,8,20032,125,1,0,0,0,-1,,,,,,,200000,200000,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,,,,,,-10,-10,0,0,10,10,-10,-10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,石,10,木,10,,,昏睡,10,,
特洛西Lv1斧头,特洛西Lv1斧头,攻 +7 防 -2 敏 -2           睡眠的精灵 Lv1,,,,,,,,,,,,,,9,20032,125,1,0,0,0,-1,,,,,,,200000,200000,,,,1,1,7,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,,,,,,-10,-10,0,0,10,10,-10,-10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,石,10,木,10,,,昏睡,10,,
普通普通的斧头,普通普通的斧头,攻 +14 防 -5 敏 -5,,,,,,,,,,,,,,10,20013,260,1,0,0,10,-1,,,,,,,200000,200000,,,,1,1,14,14,-5,-5,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,0,石,30,骨,30,,,,,,
贝洛萨Lv1斧头,贝洛萨Lv1斧头,攻 +12 防 -4 敏 -4          毒雾的精灵 Lv1,,,,,,,,,,,,,,11,20012,560,1,0,0,10,-1,,,,,,,200000,200000,,,,1,1,12,12,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,135,0,6,,,,,,10,10,0,0,-10,-10,-10,-10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,石,30,骨,30,,,毒,30,,
威金娜斯Lv1斧头,威金娜斯Lv1斧头,攻 +12 防 -4 敏 -4          石化的精灵 Lv1,,,,,,,,,,,,,,12,20012,510,1,0,0,10,-1,,,,,,,200000,200000,,,,1,1,12,12,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,155,0,5,,,,,,-10,-10,0,0,-10,-10,10,10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,石,30,骨,30,,,石化,30,,
贝所金Lv1斧头,贝所金Lv1斧头,攻 +12 防 -4 敏 -4          混迷的精灵 Lv1,,,,,,,,,,,,,,13,20012,460,1,0,0,10,-1,,,,,,,200000,200000,,,,1,1,12,12,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,165,0,4,,,,,,-10,-10,0,0,-10,-10,-10,-10,-10,-10,10,10,0,0,-1,0,0,1,1,1,0,石,30,骨,30,,,混乱,30,,
莱伊萨Lv1斧头,莱伊萨Lv1斧头,攻 +12 防 -4 敏 -4          酩酊的精灵 Lv1,,,,,,,,,,,,,,14,20012,460,1,0,0,10,-1,,,,,,,200000,200000,,,,1,1,12,12,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,175,0,4,,,,,,-10,-10,0,0,-10,-10,-10,-10,10,10,-10,-10,0,0,-1,0,0,1,1,1,0,石,30,骨,30,,,酒醉,30,,
特洛金Lv1斧头,特洛金Lv1斧头,攻 +12 防 -4 敏 -4          昏睡的精灵 Lv1,,,,,,,,,,,,,,15,20012,560,1,0,0,10,-1,,,,,,,200000,200000,,,,1,1,12,12,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,185,0,6,,,,,,-10,-10,0,0,10,10,-10,-10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,石,30,骨,30,,,昏睡,30,,
特洛金Lv1斧头,特洛金Lv1斧头,攻 +12 防 -4 敏 -4          昏睡的精灵 Lv1,,,,,,,,,,,,,,16,20012,560,1,0,0,10,-1,,,,,,,200000,200000,,,,1,1,12,12,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,185,0,6,,,,,,-10,-10,0,0,10,10,-10,-10,-10,-10,-10,-10,0,0,-1,0,0,1,1,1,0,石,30,骨,30,,,昏睡,30,,
